Gene Symbol	CUI Term	Phenotype Name	
BMPR1A	C0439660	Hereditary nephrotic syndrome	
BMPR1B	C0343284	Chondrodysplasia acromesomelic with genital anomalies	
BMPR1B	C0221357	Brachydactyly, type a1, d	
BMPR2	C0034091	Pulmonary veno-occlusive disease	
BMPR2	C0152171	Primary pulmonary hypertension	
CAV1	C0152171	Primary pulmonary hypertension	
KCNK3	C0152171	Primary pulmonary hypertension	
SMAD9	C0152171	Primary pulmonary hypertension	
BMS1	C0282160	Aplasia cutis congenita	
BOLA3	C3502075	Multiple mitochondrial dysfunctions syndrome 2	
BPGM	C1291620	Deficiency of bisphosphoglycerate mutase	
BPY2	C3553794	Spermatogenic failure, Y-linked 2	
CDY1	C3553794	Spermatogenic failure, Y-linked 2	
CDY2A	C3553794	Spermatogenic failure, Y-linked 2	
DAZ1	C3553794	Spermatogenic failure, Y-linked 2	
DAZ2	C3553794	Spermatogenic failure, Y-linked 2	
DAZ3	C3553794	Spermatogenic failure, Y-linked 2	
DDX3Y	C3553794	Spermatogenic failure, Y-linked 2	
HSFY1	C3553794	Spermatogenic failure, Y-linked 2	
KDM5D	C3553794	Spermatogenic failure, Y-linked 2	
PRY	C3553794	Spermatogenic failure, Y-linked 2	
PRY2	C3553794	Spermatogenic failure, Y-linked 2	
RBMY1A1	C3553794	Spermatogenic failure, Y-linked 2	
RPS4Y2	C3553794	Spermatogenic failure, Y-linked 2	
USP9Y	C3553794	Spermatogenic failure, Y-linked 2	
VCY	C3553794	Spermatogenic failure, Y-linked 2	
XKRY	C3553794	Spermatogenic failure, Y-linked 2	
BRAF	C0028326	Noonan syndrome 1	
MAP2K1	C0028326	Noonan syndrome 1	
PTPN11	C0028326	Noonan syndrome 1	
BRAF	C0684249	Lung cancer	
CASP8	C0684249	Lung cancer	
CYP2A6	C0684249	Lung cancer	
DLEC1	C0684249	Lung cancer	
EGFR	C0684249	Lung cancer	
ERBB2	C0684249	Lung cancer	
ERCC6	C0684249	Lung cancer	
FASLG	C0684249	Lung cancer	
IRF1	C0684249	Lung cancer	
KRAS	C0684249	Lung cancer	
MAP3K8	C0684249	Lung cancer	
PIK3CA	C0684249	Lung cancer	
PPP2R1B	C0684249	Lung cancer	
PRKN	C0684249	Lung cancer	
RASSF1	C0684249	Lung cancer	
SLC22A18	C0684249	Lung cancer	
BRAF	C3150970	Noonan syndrome 7	
BRAF	C3150971	LEOPARD syndrome 3	
BRAF	C1275081	Cardiofaciocutaneous syndrome 1	
BRAF	C3192263	Vemurafenib response	
BRAF	C3467876	Dabrafenib response	
BRAF	C0024121	Lung Neoplasms	
CASP8	C0024121	Lung Neoplasms	
CYP2A6	C0024121	Lung Neoplasms	
DLEC1	C0024121	Lung Neoplasms	
EGFR	C0024121	Lung Neoplasms	
ERBB2	C0024121	Lung Neoplasms	
ERCC6	C0024121	Lung Neoplasms	
FASLG	C0024121	Lung Neoplasms	
IRF1	C0024121	Lung Neoplasms	
KRAS	C0024121	Lung Neoplasms	
MAP3K8	C0024121	Lung Neoplasms	
PIK3CA	C0024121	Lung Neoplasms	
PPP2R1B	C0024121	Lung Neoplasms	
PRKN	C0024121	Lung Neoplasms	
RASSF1	C0024121	Lung Neoplasms	
SLC22A18	C0024121	Lung Neoplasms	
KRAS	C0028326	Noonan syndrome 1	
NRAS	C0028326	Noonan syndrome 1	
RAF1	C0028326	Noonan syndrome 1	
RIT1	C0028326	Noonan syndrome 1	
SOS1	C0028326	Noonan syndrome 1	
BRAF	C0175704	Noonan syndrome with multiple lentigines	
PTPN11	C0175704	Noonan syndrome with multiple lentigines	
RAF1	C0175704	Noonan syndrome with multiple lentigines	
BRAT1	C3281029	Rigidity and multifocal seizure syndrome, lethal neonatal	
BRCA1	C0677776	Hereditary breast and ovarian cancer syndrome	
BRCA2	C0677776	Hereditary breast and ovarian cancer syndrome	
BRCA1	C0006142	Breast-ovarian cancer, familial 1	
BRCA1	C0235974	Pancreatic Carcinoma	
BRCA2	C0025149	Medulloblastoma	
CTNNB1	C0025149	Medulloblastoma	
PTCH2	C0025149	Medulloblastoma	
SUFU	C0025149	Medulloblastoma	
BRCA2	C1838457	Fanconi anemia, complementation group D1	
BRCA2	C0040588	Tracheoesophageal fistula	
BRIP1	C0040588	Tracheoesophageal fistula	
CHD7	C0040588	Tracheoesophageal fistula	
ERCC4	C0040588	Tracheoesophageal fistula	
FANCA	C0040588	Tracheoesophageal fistula	
FANCB	C0040588	Tracheoesophageal fistula	
FANCC	C0040588	Tracheoesophageal fistula	
FANCD2	C0040588	Tracheoesophageal fistula	
FANCE	C0040588	Tracheoesophageal fistula	
FANCF	C0040588	Tracheoesophageal fistula	
FANCG	C0040588	Tracheoesophageal fistula	
FANCI	C0040588	Tracheoesophageal fistula	
FANCL	C0040588	Tracheoesophageal fistula	
FANCM	C0040588	Tracheoesophageal fistula	
GLI3	C0040588	Tracheoesophageal fistula	
MID1	C0040588	Tracheoesophageal fistula	
MYCN	C0040588	Tracheoesophageal fistula	
PALB2	C0040588	Tracheoesophageal fistula	
RAD51C	C0040588	Tracheoesophageal fistula	
SLX4	C0040588	Tracheoesophageal fistula	
SOX2	C0040588	Tracheoesophageal fistula	
BRCA2	C0006142	Breast-ovarian cancer, familial 1	
BRCA2	C2751641	Glioma susceptibility 3	
BRCA2	C0235974	Pancreatic Carcinoma	
BRCA2	C0027708	Wilms Tumor	
GPC3	C0027708	Wilms Tumor	
GPC4	C0027708	Wilms Tumor	
H19	C0027708	Wilms Tumor	
IGF2	C0027708	Wilms Tumor	
WT1	C0027708	Wilms Tumor	
BRCA2	C0015625	Fanconi anemia	
BRIP1	C0015625	Fanconi anemia	
FANCA	C0015625	Fanconi anemia	
FANCB	C0015625	Fanconi anemia	
FANCC	C0015625	Fanconi anemia	
FANCD2	C0015625	Fanconi anemia	
FANCE	C0015625	Fanconi anemia	
FANCF	C0015625	Fanconi anemia	
FANCG	C0015625	Fanconi anemia	
FANCI	C0015625	Fanconi anemia	
FANCL	C0015625	Fanconi anemia	
FANCM	C0015625	Fanconi anemia	
PALB2	C0015625	Fanconi anemia	
RAD51C	C0015625	Fanconi anemia	
SLX4	C0015625	Fanconi anemia	
BRCA2	C0017638	Glioma	
CTNNB1	C0017638	Glioma	
ERBB2	C0017638	Glioma	
IDH1	C0017638	Glioma	
PTCH2	C0017638	Glioma	
SUFU	C0017638	Glioma	
POU6F2	C0027708	Wilms Tumor	
BRF1	C4015495	Cerebellofaciodental syndrome	
BRIP1	C1836860	Fanconi anemia, complementation group J	
BRPF1	C3714756	Intellectual developmental disorder with dysmorphic facies and ptosis	
BRWD3	C0025362	Mental retardation 63, X-linked	
BSCL2	C0205108	Distal hereditary motor neuronopathy type 5	
GARS	C0205108	Distal hereditary motor neuronopathy type 5	
BSCL2	C4014700	Encephalopathy, progressive, with or without lipodystrophy	
BSCL2	C2931276	Spastic paraplegia 17	
BSCL2	C0327763	GARS-Associated Axonal Neuropathy	
GARS	C0327763	GARS-Associated Axonal Neuropathy	
HSPB1	C0205108	Distal hereditary motor neuronopathy type 5	
HSPB8	C0205108	Distal hereditary motor neuronopathy type 5	
IGHMBP2	C0205108	Distal hereditary motor neuronopathy type 5	
REEP1	C0205108	Distal hereditary motor neuronopathy type 5	
SLC5A7	C0205108	Distal hereditary motor neuronopathy type 5	
BSG	C0005810	Langereis blood group	
BSND	C3838860	Bartter syndrome type 4	
BTD	C0220754	Biotinidase deficiency	
BTD	C0005575	Biotin-Responsive Multiple Carboxylase Deficiencies	
HLCS	C0005575	Biotin-Responsive Multiple Carboxylase Deficiencies	
BTK	C0221026	X-linked agammaglobulinemia	
BTK	C0472813	X-linked agammaglobulinemia with growth hormone deficiency	
BTK	C0342381	Idiopathic growth hormone deficiency	
GH1	C0342381	Idiopathic growth hormone deficiency	
BUB1B	C1850343	Mosaic variegated aneuploidy syndrome	
BUB1B	C1864389	Premature chromatid separation trait	
BVES	C0026850	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 11	
C12orf57	C1857512	Temtamy syndrome	
C12orf65	C3150801	Combined oxidative phosphorylation deficiency 7	
C15orf41	C3810185	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ib	
C19orf12	C2680446	Spastic paraplegia 43, autosomal recessive	
C19orf12	C4055506	Neurodegeneration with brain iron accumulation 4	
C1GALT1C1	C0272137	Polyagglutinable erythrocyte syndrome	
C1QA	C3150902	C1q deficiency	
C1QB	C3150902	C1q deficiency	
C1QC	C3150902	C1q deficiency	
C1QTNF5	C1854065	Late-onset retinal degeneration	
C1R	C0013720	Ehlers-Danlos syndrome, type vii, autosomal recessive	
C1R	C3150274	Complement component c1r/c1s deficiency	
C1S	C3151078	Complement component c1s deficiency	
C1S	C0013720	Ehlers-Danlos syndrome, type vii, autosomal recessive	
C2	C3150275	Complement component 2 deficiency	
C2	C0242383	Age-related macular degeneration 2	
CFB	C0242383	Age-related macular degeneration 2	
C21orf2	C0854723	RETINAL DYSTROPHY WITH OR WITHOUT MACULAR STAPHYLOMA	
C21orf59	C3809684	Ciliary dyskinesia, primary, 26	
C2CD3	C4014780	Orofaciodigital syndrome xiv	
C2orf71	C3150691	Retinitis pigmentosa 54	
C3	C2931788	Atypical hemolytic-uremic syndrome 5	
C3	C3151071	Complement component 3 deficiency, autosomal recessive	
C3	C0019061	Hemolytic uremic syndrome	
CD46	C0019061	Hemolytic uremic syndrome	
CFB	C0019061	Hemolytic uremic syndrome	
CFH	C0019061	Hemolytic uremic syndrome	
CFHR1	C0019061	Hemolytic uremic syndrome	
CFHR3	C0019061	Hemolytic uremic syndrome	
CFHR4	C0019061	Hemolytic uremic syndrome	
CFI	C0019061	Hemolytic uremic syndrome	
THBD	C0019061	Hemolytic uremic syndrome	
CD46	C2931788	Atypical hemolytic-uremic syndrome 5	
CFB	C2931788	Atypical hemolytic-uremic syndrome 5	
CFH	C2931788	Atypical hemolytic-uremic syndrome 5	
CFHR1	C2931788	Atypical hemolytic-uremic syndrome 5	
CFHR3	C2931788	Atypical hemolytic-uremic syndrome 5	
CFHR4	C2931788	Atypical hemolytic-uremic syndrome 5	
CFI	C2931788	Atypical hemolytic-uremic syndrome 5	
THBD	C2931788	Atypical hemolytic-uremic syndrome 5	
C4A	C3280642	Complement component 4a deficiency	
C4A	C0005810	Langereis blood group	
C4B	C3280641	Complement component 4b deficiency	
C4orf26	C0002452	Amelogenesis imperfecta, type IJ	
C5	C0343047	Leiner disease	
C5	C3810402	Eculizumab, poor response to	
C5orf42	C2745997	Orofaciodigital syndrome 6	
C5orf42	C3553264	Joubert syndrome 17	
C6	C2676232	Complement component 6 deficiency	
C7	C1864694	Complement component 7 deficiency	
C8A	C0009525	Complement component 8 deficiency type 1	
C8B	C0009525	Complement component 8 deficiency type 1	
C8orf37	C3281045	Cone-rod dystrophy 16	
C8orf37	C0752166	Bardet-Biedl syndrome	
C9	C3151189	Complement component 9 deficiency	
C9	C3810042	Macular degeneration, age-related, 15	
C9orf72	C1862937	Amyotrophic lateral sclerosis and/or frontotemporal dementia 1	
CA12	C0205409	Hyperchlorhidrosis, isolated	
CA2	C0345407	Osteopetrosis with renal tubular acidosis	
CA4	C1833245	Retinitis pigmentosa 17	
CA5A	C3810404	Carbonic anhydrase VA deficiency, hyperammonemia due to	
CA8	C0007758	Cerebellar ataxia, areflexia, pes cavus, optic atrophy and sensorinural hearing loss	
CABP2	C0011053	Deafness, autosomal recessive 44	
CABP4	C0339535	Congenital stationary night blindness, type 2B	
CACNA1A	C0752124	Spinocerebellar ataxia 6	
CACNA1A	C1720416	Episodic ataxia type 2	
CACNA1A	C0543888	Epileptic encephalopathy, early infantile, 29	
CACNA1A	C1720189	Episodic ataxia	
CACNB4	C1720189	Episodic ataxia	
KCNA1	C1720189	Episodic ataxia	
SLC1A3	C1720189	Episodic ataxia	
CACNA1B	C3538999	Dystonia 23	
CACNA1C	C1832916	Timothy syndrome	
CACNA1C	C2678478	Brugada syndrome 3	
CACNA1C	C1142166	Brugada Syndrome	
CACNB2	C1142166	Brugada Syndrome	
GPD1L	C1142166	Brugada Syndrome	
HCN4	C1142166	Brugada Syndrome	
KCNE3	C1142166	Brugada Syndrome	
SCN1B	C1142166	Brugada Syndrome	
SCN3B	C1142166	Brugada Syndrome	
CACNA1D	C3554018	Sinoatrial node dysfunction and deafness	
CACNA1D	C3809609	Primary aldosteronism, seizures, and neurologic abnormalities	
CACNA1F	C0268505	Ocular albinism, type II	
CACNA1F	C1845407	Cone-rod dystrophy X-linked 3	
CACNA1F	C0339535	Congenital stationary night blindness, type 2B	
GRM6	C0339535	Congenital stationary night blindness, type 2B	
NYX	C0339535	Congenital stationary night blindness, type 2B	
TRPM1	C0339535	Congenital stationary night blindness, type 2B	
CACNA1G	C4225205	Spinocerebellar ataxia 42	
CACNA1H	C0014544	Epilepsy	
CACNA1H	C0020428	Hyperaldosteronism, familial, type IV	
CACNA1H	C4281785	Epilepsy juvenile absence	
EFHC1	C4281785	Epilepsy juvenile absence	
GABRB3	C4281785	Epilepsy juvenile absence	
GABRG2	C4281785	Epilepsy juvenile absence	
CACNA1H	C0270850	Idiopathic generalized epilepsy	
CACNB4	C0270850	Idiopathic generalized epilepsy	
CLCN2	C0270850	Idiopathic generalized epilepsy	
EFHC1	C0270850	Idiopathic generalized epilepsy	
GABRA1	C0270850	Idiopathic generalized epilepsy	
GABRB3	C0270850	Idiopathic generalized epilepsy	
GABRG2	C0270850	Idiopathic generalized epilepsy	
CACNA1S	C0268446	Thyrotoxic periodic paralysis	
CACNA1S	C0015967	Malignant hyperthermia susceptibility type 5	
CACNA1S	C0238358	Hypokalemic periodic paralysis 1	
SCN4A	C0238358	Hypokalemic periodic paralysis 1	
CACNA1S	C0024591	Malignant hyperthermia susceptibility	
RYR1	C0024591	Malignant hyperthermia susceptibility	
CACNA2D4	C1864849	Retinal cone dystrophy 4	
CACNB2	C2678477	Brugada syndrome 4	
CACNB4	C1866039	Episodic ataxia, type 5	
CACNB4	C0014544	Epilepsy	
CACNB4	C0270853	Juvenile myoclonic epilepsy	
CLCN2	C0270853	Juvenile myoclonic epilepsy	
EFHC1	C0270853	Juvenile myoclonic epilepsy	
GABRA1	C0270853	Juvenile myoclonic epilepsy	
CACNG2	C3280284	Mental retardation, autosomal dominant 10	
CAD	C0543888	Epileptic encephalopathy, early infantile, 29	
CALCR	C0029458	Postmenopausal osteoporosis	
COL1A1	C0029458	Postmenopausal osteoporosis	
COL1A2	C0029458	Postmenopausal osteoporosis	
LRP5	C0029458	Postmenopausal osteoporosis	
PDLIM4	C0029458	Postmenopausal osteoporosis	
VDR	C0029458	Postmenopausal osteoporosis	
CALM1	C3554047	Ventricular tachycardia, catecholaminergic polymorphic, 4	
CALM1	C4015671	Long QT syndrome 14	
CALM2	C4015695	Long QT syndrome 15	
CALR	C0026987	Myelofibrosis	
JAK2	C0026987	Myelofibrosis	
MPL	C0026987	Myelofibrosis	
SH2B3	C0026987	Myelofibrosis	
CALR	C0040028	Essential thrombocythemia	
SH2B3	C0040028	Essential thrombocythemia	
THPO	C0040028	Essential thrombocythemia	
CAMTA1	C3553661	Cerebellar ataxia, nonprogressive, with mental retardation	
CANT1	C4012146	Desbuquois dysplasia 1	
CAPN1	C0037772	Spastic paraplegia 9	
CAPN10	C0011849	Diabetes Mellitus, Type 1	
CAPN5	C1850109	Vitreoretinopathy, neovascular inflammatory	
CARD11	C1847973	Persistent polyclonal B-cell lymphocytosis	
CARD11	C3554686	Immunodeficiency 11	
CARD11	C0007595	B-cell expansion with NFKB and T-cell anergy	
CARD14	C0032027	Pityriasis rubra pilaris	
CARD14	C1864497	Psoriasis susceptibility 2	
CARD9	C1859353	Candidiasis, familial, 2	
CARS2	C4225251	Combined oxidative phosphorylation deficiency 27	
CASK	C1845546	FG syndrome 4	
CASK	C0025362	Mental retardation 63, X-linked	
CASP10	C1328840	Autoimmune lymphoproliferative syndrome, type 2	
CASP8	C1328840	Autoimmune lymphoproliferative syndrome, type 2	
FAS	C1328840	Autoimmune lymphoproliferative syndrome, type 2	
FASLG	C1328840	Autoimmune lymphoproliferative syndrome, type 2	
NRAS	C1328840	Autoimmune lymphoproliferative syndrome, type 2	
CASP14	C0020757	Ichthyosis, congenital, autosomal recessive 12	
CASP8	C1846545	Caspase-8 deficiency	
CASQ1	C4015624	Myopathy, vacuolar, with casq1 aggregates	
CASQ2	C0042514	Ventricular tachycardia, catecholaminergic polymorphic, 2	
RYR2	C0042514	Ventricular tachycardia, catecholaminergic polymorphic, 2	
TRDN	C0042514	Ventricular tachycardia, catecholaminergic polymorphic, 2	
CASR	C3715128	Hypocalcemia, autosomal dominant 1	
CASR	C0342637	Hypocalciuric hypercalcemia, familial, type 1	
CASR	C1832615	Neonatal severe hyperparathyroidism	
CASR	C0014544	Epilepsy	
CAST	C0237849	Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads	
CAT	C0268419	Acatalasemia	
CATSPER1	C1424753	CATSPER-Related Male Infertility	
CATSPER2	C1424753	CATSPER-Related Male Infertility	
STRC	C1424753	CATSPER-Related Male Infertility	
CATSPER2	C1970187	Deafness-infertility syndrome	
STRC	C1970187	Deafness-infertility syndrome	
CAV1	C0220989	Partial lipodystrophy, congenital cataracts, and neurodegeneration syndrome	
CAV1	C2675861	Lipodystrophy, congenital generalized, type 3	
CAV3	C0010287	Creatine phosphokinase, elevated serum	
CAV3	C1838254	Rippling muscle disease	
CAV3	C2678485	Long QT syndrome 9	
CAV3	C0751336	Distal myopathy, Tateyama type	
CAVIN1	C2750069	Lipodystrophy, congenital generalized, type 4	
CBL	C0028326	Noonan syndrome 1	
CBS	C0019880	Homocystinuria due to CBS deficiency	
CBX2	C1710693	46,XY sex reversal 8	
CBX2	C0687149	Pure gonadal dysgenesis 46,XY	
DHH	C0687149	Pure gonadal dysgenesis 46,XY	
MAP3K1	C0687149	Pure gonadal dysgenesis 46,XY	
NR0B1	C0687149	Pure gonadal dysgenesis 46,XY	
NR5A1	C0687149	Pure gonadal dysgenesis 46,XY	
SRY	C0687149	Pure gonadal dysgenesis 46,XY	
CC2D1A	C1838023	Mental retardation, autosomal recessive 3	
CC2D2A	C1857662	COACH syndrome	
RPGRIP1L	C1857662	COACH syndrome	
TMEM67	C1857662	COACH syndrome	
CC2D2A	C2676788	Joubert syndrome 9	
CC2D2A	C3714506	Meckel syndrome type 6	
CCBE1	C0340834	Hennekam lymphangiectasia-lymphedema syndrome	
CCDC103	C3542550	Ciliary dyskinesia, primary, 17	
CCDC114	C3540844	Ciliary dyskinesia, primary, 20	
CCDC115	C0282577	Congenital disorder of glycosylation	
CCDC151	C4015016	Ciliary dyskinesia, primary, 30	
CCDC174	C0026827	Hypotonia, infantile, with psychomotor retardation	
CCDC22	C4225419	Ritscher-schinzel syndrome 2	
CCDC39	C3151136	Ciliary dyskinesia, primary, 14	
CCDC40	C3151137	Ciliary dyskinesia, primary, 15	
CCDC50	C1843895	Deafness, autosomal dominant 44	
CCDC6	C0238463	Papillary thyroid carcinoma	
GOLGA5	C0238463	Papillary thyroid carcinoma	
NCOA4	C0238463	Papillary thyroid carcinoma	
NKX2-1	C0238463	Papillary thyroid carcinoma	
PCM1	C0238463	Papillary thyroid carcinoma	
PRKAR1A	C0238463	Papillary thyroid carcinoma	
TRIM24	C0238463	Papillary thyroid carcinoma	
TRIM33	C0238463	Papillary thyroid carcinoma	
CCDC65	C3809701	Ciliary dyskinesia, primary, 27	
CCDC78	C3553709	Myopathy, centronuclear, 4	
CCDC8	C3280146	Three M syndrome 3	
CCDC8	C1848862	Three M syndrome	
CUL7	C1848862	Three M syndrome	
OBSL1	C1848862	Three M syndrome	
CCDC88A	C1850055	PEHO syndrome	
ZNHIT3	C1850055	PEHO syndrome	
CCDC88C	C0020255	Hydrocephalus	
CCDC88C	C1426569	Spinocerebellar ataxia 40	
CCL11	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CCL2	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CCL3	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CCL3L1	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CD209	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CX3CR1	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CXCL12	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CXCR1	C1836230	Human immunodeficiency virus type 1, susceptibility to	
HLA-C	C1836230	Human immunodeficiency virus type 1, susceptibility to	
IFNG	C1836230	Human immunodeficiency virus type 1, susceptibility to	
IL10	C1836230	Human immunodeficiency virus type 1, susceptibility to	
IL4R	C1836230	Human immunodeficiency virus type 1, susceptibility to	
KIR3DL1	C1836230	Human immunodeficiency virus type 1, susceptibility to	
TLR3	C1836230	Human immunodeficiency virus type 1, susceptibility to	
CCL2	C0027794	Neural tube defect	
FUZ	C0027794	Neural tube defect	
T	C0027794	Neural tube defect	
VANGL1	C0027794	Neural tube defect	
VANGL2	C0027794	Neural tube defect	
CCL2	C0026926	Mycobacterium tuberculosis, susceptibility to	
CD209	C0026926	Mycobacterium tuberculosis, susceptibility to	
CISH	C0026926	Mycobacterium tuberculosis, susceptibility to	
IFNG	C0026926	Mycobacterium tuberculosis, susceptibility to	
IFNGR1	C0026926	Mycobacterium tuberculosis, susceptibility to	
IRGM	C0026926	Mycobacterium tuberculosis, susceptibility to	
MC3R	C0026926	Mycobacterium tuberculosis, susceptibility to	
SLC11A1	C0026926	Mycobacterium tuberculosis, susceptibility to	
SP110	C0026926	Mycobacterium tuberculosis, susceptibility to	
TIRAP	C0026926	Mycobacterium tuberculosis, susceptibility to	
TLR2	C0026926	Mycobacterium tuberculosis, susceptibility to	
CCM2	C1864041	Cerebral cavernous malformations 2	
CCM2	C2919945	Cerebral cavernous malformation	
KRIT1	C2919945	Cerebral cavernous malformation	
PDCD10	C2919945	Cerebral cavernous malformation	
CCND1	C0019562	Von Hippel-Lindau syndrome	
VHL	C0019562	Von Hippel-Lindau syndrome	
LIG4	C0026764	Multiple Myeloma	
CCND2	C4014742	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3	
CCNO	C4014534	Ciliary dyskinesia, primary, 29	
CCNQ	C2678045	STAR syndrome	
CCR5	C1835407	Hepatitis c virus, susceptibility to	
IFNG	C1835407	Hepatitis c virus, susceptibility to	
IFNL3	C1835407	Hepatitis c virus, susceptibility to	
PTPRC	C1835407	Hepatitis c virus, susceptibility to	
CCR5	C0043125	West nile virus, susceptibility to	
CCR5	C0011849	Diabetes Mellitus, Type 1	
CCR5	C1667052	Maraviroc response	
CCT5	C0699739	Hereditary sensory neuropathy type 1D	
CD151	C1836823	Nephropathy with pretibial epidermolysis bullosa and deafness	
CD151	C1867341	RAPH BLOOD GROUP SYSTEM	
CD164	C0011053	Deafness, autosomal recessive 44	
CD19	C0009447	Common variable immunodeficiency 2	
CR2	C0009447	Common variable immunodeficiency 2	
ICOS	C0009447	Common variable immunodeficiency 2	
TNFRSF13B	C0009447	Common variable immunodeficiency 2	
TNFRSF13C	C0009447	Common variable immunodeficiency 2	
CD207	C3150657	Birbeck granule deficiency	
CD209	C0011315	Dengue virus, susceptibility to	
CD244	C0003873	Rheumatoid arthritis	
CIITA	C0003873	Rheumatoid arthritis	
HLA-DRB1	C0003873	Rheumatoid arthritis	
IL10	C0003873	Rheumatoid arthritis	
NFKBIL1	C0003873	Rheumatoid arthritis	
PADI4	C0003873	Rheumatoid arthritis	
PTPN22	C0003873	Rheumatoid arthritis	
SLC22A4	C0003873	Rheumatoid arthritis	
CD247	C1857798	Immunodeficiency due to defect in cd3-zeta	
CD27	C3554540	Lymphoproliferative syndrome 2	
CD2AP	C1842982	Focal segmental glomerulosclerosis 3, susceptibility to	
CD320	C0268583	Methylmalonic aciduria due to transcobalamin receptor defect	
CD36	C1842090	Platelet glycoprotein IV deficiency	
CD36	C0010054	Coronary heart disease 7	
CD3D	C3810147	Immunodeficiency 19	
CD3E	C3810127	Immunodeficiency 18	
CD3G	C0021051	Immunodeficiency due to defect in CD3-gamma	
CD3G	C3810107	Immunodeficiency 17	
CD4	C3151379	Okt4 epitope deficiency	
CD40	C0272236	Immunodeficiency with hyper IgM type 3	
CD40LG	C0272236	Immunodeficiency with hyper IgM type 3	
CD44	C1292298	INDIAN BLOOD GROUP SYSTEM	
CD55	C1292305	Cromer blood group system	
CD59	C2676767	Cd59 deficiency	
CD79A	C3150751	Agammaglobulinemia 3, autosomal recessive	
CD79B	C3150207	Agammaglobulinemia 6, autosomal recessive	
CD81	C0009447	Common variable immunodeficiency 2	
CD8A	C1837065	Cd8 deficiency, familial	
CD96	C0796095	C syndrome	
CDAN1	C0271933	Congenital dyserythropoietic anemia, type I	
CDAN1	C0002876	Congenital dyserythropoietic anemia	
GATA1	C0002876	Congenital dyserythropoietic anemia	
KLF1	C0002876	Congenital dyserythropoietic anemia	
SEC23B	C0002876	Congenital dyserythropoietic anemia	
CDC14A	C0011053	Deafness, autosomal recessive 44	
CDC42	C4225222	Takenouchi-Kosaki syndrome	
CDC45	C4310738	Meier-gorlin syndrome 7	
CDC6	C3151126	Meier-Gorlin syndrome 5	
CDC73	C0687150	Parathyroid carcinoma	
CDCA7	C4310799	Immunodeficiency-centromeric instability-facial anomalies syndrome 3	
CDH1	C0476089	Endometrial carcinoma	
MLH3	C0476089	Endometrial carcinoma	
MSH3	C0476089	Endometrial carcinoma	
MSH6	C0476089	Endometrial carcinoma	
PTEN	C0476089	Endometrial carcinoma	
CDH1	C1708349	Hereditary diffuse gastric cancer	
IL1B	C1708349	Hereditary diffuse gastric cancer	
IL1RN	C1708349	Hereditary diffuse gastric cancer	
KRAS	C1708349	Hereditary diffuse gastric cancer	
CDH15	C2675488	Mental retardation, autosomal dominant 3	
CDH23	C2931208	Usher syndrome, type 1D	
PCDH15	C2931208	Usher syndrome, type 1D	
CDH23	C0271097	Usher syndrome, type 1	
MYO7A	C0271097	Usher syndrome, type 1	
PCDH15	C0271097	Usher syndrome, type 1	
USH1C	C0271097	Usher syndrome, type 1	
USH1G	C0271097	Usher syndrome, type 1	
CDH3	C4282180	Juvenile macular degeneration and hypotrichosis	
CDH3	C1857041	EEM syndrome	
CDHR1	C3150912	Cone-rod dystrophy 15	
CDK13	C0018798	Heart Defects, Congenital	
CDK4	C0151779	Cutaneous malignant melanoma 3	
CDK4	C0025202	Melanoma	
CDKN2A	C0025202	Melanoma	
MC1R	C0025202	Melanoma	
MITF	C0025202	Melanoma	
PTEN	C0025202	Melanoma	
TERT	C0025202	Melanoma	
XRCC3	C0025202	Melanoma	
CDKN2A	C0151779	Cutaneous malignant melanoma 3	
MC1R	C0151779	Cutaneous malignant melanoma 3	
MITF	C0151779	Cutaneous malignant melanoma 3	
PTEN	C0151779	Cutaneous malignant melanoma 3	
TERT	C0151779	Cutaneous malignant melanoma 3	
XRCC3	C0151779	Cutaneous malignant melanoma 3	
CDK4	C1512419	Hereditary cutaneous melanoma	
CDKN2A	C1512419	Hereditary cutaneous melanoma	
MC1R	C1512419	Hereditary cutaneous melanoma	
MITF	C1512419	Hereditary cutaneous melanoma	
PTEN	C1512419	Hereditary cutaneous melanoma	
TERT	C1512419	Hereditary cutaneous melanoma	
XRCC3	C1512419	Hereditary cutaneous melanoma	
CDK5	C4225359	Lissencephaly 7 with cerebellar hypoplasia	
CDKL5	C3463992	Early infantile epileptic encephalopathy 8	
CDKL5	C0162635	Angelman syndrome-like	
CDKN1B	C0027662	Multiple endocrine neoplasia, type 4	
CDKN1C	C0004903	Beckwith-Wiedemann syndrome	
H19	C0004903	Beckwith-Wiedemann syndrome	
H19-ICR	C0004903	Beckwith-Wiedemann syndrome	
IGF2	C0004903	Beckwith-Wiedemann syndrome	
