Gene Symbol	CUI Term	Phenotype Name	
CTBP1	C0011849	Diabetes Mellitus, Type 1	
NKX6-3	C0011849	Diabetes Mellitus, Type 1	
CDC123	C0011849	Diabetes Mellitus, Type 1	
CAMK1D	C0011849	Diabetes Mellitus, Type 1	
ZBED3-AS1	C0011849	Diabetes Mellitus, Type 1	
HMGA2	C0011849	Diabetes Mellitus, Type 1	
LOC100129940	C0011849	Diabetes Mellitus, Type 1	
NYAP2	C0011849	Diabetes Mellitus, Type 1	
MIR5702	C0011849	Diabetes Mellitus, Type 1	
FITM2	C0011849	Diabetes Mellitus, Type 1	
R3HDML	C0011849	Diabetes Mellitus, Type 1	
HMG20A	C0011849	Diabetes Mellitus, Type 1	
AP3S2	C0011849	Diabetes Mellitus, Type 1	
C15orf38-AP3S2	C0011849	Diabetes Mellitus, Type 1	
KCNJ11	C0011849	Diabetes Mellitus, Type 1	
ZNF800	C0011849	Diabetes Mellitus, Type 1	
GCC1	C0011849	Diabetes Mellitus, Type 1	
PSMD6	C0011849	Diabetes Mellitus, Type 1	
PRICKLE2-AS1	C0011849	Diabetes Mellitus, Type 1	
C5orf67	C0011849	Diabetes Mellitus, Type 1	
ZFAND3	C0011849	Diabetes Mellitus, Type 1	
FSCN3	C0011849	Diabetes Mellitus, Type 1	
PAX4	C0011849	Diabetes Mellitus, Type 1	
KLF14	C0011849	Diabetes Mellitus, Type 1	
MIR29A	C0011849	Diabetes Mellitus, Type 1	
GPSM1	C0011849	Diabetes Mellitus, Type 1	
ZMIZ1	C0011849	Diabetes Mellitus, Type 1	
INAFM2	C0011849	Diabetes Mellitus, Type 1	
C15orf52	C0011849	Diabetes Mellitus, Type 1	
PRC1-AS1	C0011849	Diabetes Mellitus, Type 1	
PRC1	C0011849	Diabetes Mellitus, Type 1	
HNF4A	C0011849	Diabetes Mellitus, Type 1	
PPARG	C0011849	Diabetes Mellitus, Type 1	
EIF2S2P7	C0011849	Diabetes Mellitus, Type 1	
VRK2	C0011849	Diabetes Mellitus, Type 1	
PTPRD	C0011849	Diabetes Mellitus, Type 1	
SLC26A9	C0011849	Diabetes Mellitus, Type 1	
RAB7B	C0011849	Diabetes Mellitus, Type 1	
THADA	C0011849	Diabetes Mellitus, Type 1	
RREB1	C0011849	Diabetes Mellitus, Type 1	
SSR1	C0011849	Diabetes Mellitus, Type 1	
TP53INP1	C0011849	Diabetes Mellitus, Type 1	
TSPAN8	C0011849	Diabetes Mellitus, Type 1	
LGR5	C0011849	Diabetes Mellitus, Type 1	
GPRIN3	C0030567	Parkinson Disease	
SNCA	C0030567	Parkinson Disease	
MAPT	C0030567	Parkinson Disease	
TMEM175	C0030567	Parkinson Disease	
HMGN2P18	C0030567	Parkinson Disease	
KRTCAP2	C0030567	Parkinson Disease	
MGC57346	C0030567	Parkinson Disease	
CRHR1-IT1	C0030567	Parkinson Disease	
CRHR1	C0030567	Parkinson Disease	
LRRK2	C0030567	Parkinson Disease	
CNTN1	C0030567	Parkinson Disease	
MCCC1	C0030567	Parkinson Disease	
PHF5GP	C0030567	Parkinson Disease	
CERS6	C0030567	Parkinson Disease	
TMEM163	C0030567	Parkinson Disease	
ACMSD	C0030567	Parkinson Disease	
BST1	C0030567	Parkinson Disease	
WNT3	C0030567	Parkinson Disease	
NUCKS1	C0030567	Parkinson Disease	
RAB29	C0030567	Parkinson Disease	
NSF	C0030567	Parkinson Disease	
SPPL2C	C0030567	Parkinson Disease	
MAPT-AS1	C0030567	Parkinson Disease	
RPL30P13	C0030567	Parkinson Disease	
TMEM229B	C0030567	Parkinson Disease	
CCDC62	C0030567	Parkinson Disease	
INPP5F	C0030567	Parkinson Disease	
HLA-DQB1	C0030567	Parkinson Disease	
MTCO3P1	C0030567	Parkinson Disease	
GPNMB	C0030567	Parkinson Disease	
SLC41A1	C0030567	Parkinson Disease	
BCKDK	C0030567	Parkinson Disease	
DGKQ	C0030567	Parkinson Disease	
RAB25	C0030567	Parkinson Disease	
LAMP3	C0030567	Parkinson Disease	
RIT2	C0030567	Parkinson Disease	
SPATA19	C0030567	Parkinson Disease	
MIR4697HG	C0030567	Parkinson Disease	
RNA5SP397	C0030567	Parkinson Disease	
VPS13C	C0030567	Parkinson Disease	
NCOR1P2	C0030567	Parkinson Disease	
UBBP4	C0030567	Parkinson Disease	
FAM47E-STBD1	C0030567	Parkinson Disease	
FAM47E	C0030567	Parkinson Disease	
BTNL2	C0030567	Parkinson Disease	
HLA-DRA	C0030567	Parkinson Disease	
LZTS3	C0030567	Parkinson Disease	
DDRGK1	C0030567	Parkinson Disease	
MMRN1	C0030567	Parkinson Disease	
GCH1	C0030567	Parkinson Disease	
CTIF	C0030567	Parkinson Disease	
MIR3686	C0017638	Glioma	
GSDMC	C0017638	Glioma	
PHLDB1	C0017638	Glioma	
TERT	C0017638	Glioma	
TP53	C0017638	Glioma	
RTEL1-TNFRSF6B	C0017638	Glioma	
RTEL1	C0017638	Glioma	
POLR2A	C0017638	Glioma	
CDKN2B-AS1	C0017638	Glioma	
SEC61G	C0017638	Glioma	
EGFR	C0017638	Glioma	
ZBTB16	C0017638	Glioma	
LOC101928875	C0017638	Glioma	
LINC00977	C0017638	Glioma	
RPL10P13	C0017638	Glioma	
PHLDA1	C0017638	Glioma	
PVRL2	C0497327	Dementia	
HERPUD1	C0524620	Metabolic Syndrome X	
CETP	C0524620	Metabolic Syndrome X	
ZPR1	C0524620	Metabolic Syndrome X	
G6PC2	C0524620	Metabolic Syndrome X	
LOC102724766	C0524620	Metabolic Syndrome X	
GCKR	C0524620	Metabolic Syndrome X	
APOA5	C0524620	Metabolic Syndrome X	
RPS3AP42	C0524620	Metabolic Syndrome X	
MTNR1B	C0524620	Metabolic Syndrome X	
BUD13	C0524620	Metabolic Syndrome X	
LPL	C0524620	Metabolic Syndrome X	
RPL30P9	C0524620	Metabolic Syndrome X	
GTF3AP5	C0524620	Metabolic Syndrome X	
AGMO	C0524620	Metabolic Syndrome X	
GCK	C0524620	Metabolic Syndrome X	
YKT6	C0524620	Metabolic Syndrome X	
MLXIPL	C0524620	Metabolic Syndrome X	
CAMK2B	C0524620	Metabolic Syndrome X	
APOB	C0524620	Metabolic Syndrome X	
EDC4	C0524620	Metabolic Syndrome X	
ARID5B	C0023485	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	
IKZF1	C0023485	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	
CEBPE	C0023485	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	
GATA3	C0023485	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	
CHRNA3	C0152013	Adenocarcinoma of lung	
TERT	C0152013	Adenocarcinoma of lung	
TP63	C0152013	Adenocarcinoma of lung	
FOXP4-AS1	C0152013	Adenocarcinoma of lung	
VTI1A	C0152013	Adenocarcinoma of lung	
APOM	C0152013	Adenocarcinoma of lung	
BAG6	C0152013	Adenocarcinoma of lung	
BPTF	C0152013	Adenocarcinoma of lung	
CLPTM1L	C0152013	Adenocarcinoma of lung	
BTNL2	C0152013	Adenocarcinoma of lung	
TIPARP	C0919267	Ovarian Neoplasms	
LSM1P1	C0919267	Ovarian Neoplasms	
RPL31P42	C0919267	Ovarian Neoplasms	
LINC00824	C0919267	Ovarian Neoplasms	
LINC00977	C0919267	Ovarian Neoplasms	
SKAP1	C0919267	Ovarian Neoplasms	
BABAM1	C0919267	Ovarian Neoplasms	
HAGLROS	C0919267	Ovarian Neoplasms	
HAGLR	C0919267	Ovarian Neoplasms	
NSF	C0919267	Ovarian Neoplasms	
BRIP1	C0919267	Ovarian Neoplasms	
RSPO1	C0919267	Ovarian Neoplasms	
CHMP4C	C0919267	Ovarian Neoplasms	
HNF1B	C0919267	Ovarian Neoplasms	
MLLT10	C0919267	Ovarian Neoplasms	
HLA-DQA1	C0007570	Celiac Disease	
LPP	C0007570	Celiac Disease	
IL12A-AS1	C0007570	Celiac Disease	
KIAA1109	C0007570	Celiac Disease	
NOTCH4	C0007570	Celiac Disease	
C6orf10	C0007570	Celiac Disease	
ATXN2	C0007570	Celiac Disease	
BTF3L4P3	C0007570	Celiac Disease	
TNFAIP3	C0007570	Celiac Disease	
RGS21	C0007570	Celiac Disease	
RGS1	C0007570	Celiac Disease	
FLT1P1	C0007570	Celiac Disease	
CCR1	C0007570	Celiac Disease	
ETS1	C0007570	Celiac Disease	
MIR4772	C0007570	Celiac Disease	
SLC9A4	C0007570	Celiac Disease	
TAGAP	C0007570	Celiac Disease	
IL2	C0007570	Celiac Disease	
IL21	C0007570	Celiac Disease	
MRPS17P5	C0007570	Celiac Disease	
PTPRK	C0007570	Celiac Disease	
PUS10	C0007570	Celiac Disease	
LOC101927156	C0007570	Celiac Disease	
IL23R	C0007570	Celiac Disease	
ADGRL2	C0007570	Celiac Disease	
PHTF1	C0007570	Celiac Disease	
ATG16L1	C0007570	Celiac Disease	
DAG1	C0007570	Celiac Disease	
MIR1305	C0007570	Celiac Disease	
DCTD	C0007570	Celiac Disease	
LINC00603	C0007570	Celiac Disease	
PTGER4	C0007570	Celiac Disease	
ATP8A2P1	C0007570	Celiac Disease	
LINC00993	C0007570	Celiac Disease	
ZNF365	C0007570	Celiac Disease	
ALDH7A1P4	C0007570	Celiac Disease	
IGF2-AS	C0007570	Celiac Disease	
INS-IGF2	C0007570	Celiac Disease	
IGF2	C0007570	Celiac Disease	
SMAD3	C0007570	Celiac Disease	
NKD1	C0007570	Celiac Disease	
NKX2-3	C0007570	Celiac Disease	
SLC25A28	C0007570	Celiac Disease	
ANKRD55	C0007570	Celiac Disease	
MIR6731	C0007570	Celiac Disease	
MIR4425	C0007570	Celiac Disease	
RNU4ATAC2P	C0007570	Celiac Disease	
ADRA1B	C0007570	Celiac Disease	
FNDC1	C0007570	Celiac Disease	
LRRK2	C0007570	Celiac Disease	
PTPN2	C0007570	Celiac Disease	
BACH2	C0007570	Celiac Disease	
ZMIZ1	C0007570	Celiac Disease	
MUC5AC	C1800706	Idiopathic Pulmonary Fibrosis	
MUC5B	C1800706	Idiopathic Pulmonary Fibrosis	
TOLLIP	C1800706	Idiopathic Pulmonary Fibrosis	
KITLG	C0039590	Testicular Neoplasms	
NDFIP1	C0039590	Testicular Neoplasms	
SPRY4	C0039590	Testicular Neoplasms	
DMRT1	C0039590	Testicular Neoplasms	
BAK1	C0039590	Testicular Neoplasms	
TERT	C0039590	Testicular Neoplasms	
MIR4457	C0039590	Testicular Neoplasms	
ATF7IP	C0039590	Testicular Neoplasms	
SEPT4-AS1	C0039590	Testicular Neoplasms	
RFWD3	C0039590	Testicular Neoplasms	
CENPE	C0039590	Testicular Neoplasms	
MCM3AP	C0039590	Testicular Neoplasms	
HLA-DRB9	C0019829	Hodgkin Disease	
HLA-DRB5	C0019829	Hodgkin Disease	
FKBPL	C0019829	Hodgkin Disease	
PRRT1	C0019829	Hodgkin Disease	
BTNL2	C0019829	Hodgkin Disease	
HLA-DRA	C0019829	Hodgkin Disease	
HLA-DRB1	C0019829	Hodgkin Disease	
HLA-DQA1	C0019829	Hodgkin Disease	
HCG26	C0019829	Hodgkin Disease	
MICB	C0019829	Hodgkin Disease	
MIR1208	C0019829	Hodgkin Disease	
LINC00824	C0019829	Hodgkin Disease	
EOMES	C0019829	Hodgkin Disease	
IL13	C0019829	Hodgkin Disease	
IL4	C0019829	Hodgkin Disease	
GATA3	C0019829	Hodgkin Disease	
GATA3-AS1	C0019829	Hodgkin Disease	
TCF3	C0019829	Hodgkin Disease	
CPS1	C0021655	Insulin Resistance	
ZNF646P1	C0021655	Insulin Resistance	
LINC00558	C0021655	Insulin Resistance	
GCKR	C0021655	Insulin Resistance	
GALNTL6	C0021655	Insulin Resistance	
PHGDH	C0021655	Insulin Resistance	
F9	C0021655	Insulin Resistance	
MTNR1B	C0021655	Insulin Resistance	
RNA5SP478	C0021655	Insulin Resistance	
NXT1	C0021655	Insulin Resistance	
RPL18P7	C0021655	Insulin Resistance	
TRPS1	C0021655	Insulin Resistance	
SLC6A12	C0021655	Insulin Resistance	
MEIS1	C0035258	Restless Legs Syndrome	
MAP2K5	C0035258	Restless Legs Syndrome	
BTBD9	C0035258	Restless Legs Syndrome	
CASC16	C0035258	Restless Legs Syndrome	
ETAA1	C0035258	Restless Legs Syndrome	
C1D	C0035258	Restless Legs Syndrome	
PTPRD	C0035258	Restless Legs Syndrome	
ATP6V1G2	C0027121	Myositis	
ATP6V1G2-DDX39B	C0027121	Myositis	
NFKBIL1	C0027121	Myositis	
MICB	C0027121	Myositis	
KLK3	C0138741	Prostate-Specific Antigen	
KLK2	C0138741	Prostate-Specific Antigen	
KLK15	C0138741	Prostate-Specific Antigen	
KLKP1	C0138741	Prostate-Specific Antigen	
SLC45A3	C0138741	Prostate-Specific Antigen	
MSMB	C0138741	Prostate-Specific Antigen	
RAB29	C0138741	Prostate-Specific Antigen	
SLC41A1	C0138741	Prostate-Specific Antigen	
LINC01153	C0138741	Prostate-Specific Antigen	
FGFR2	C0138741	Prostate-Specific Antigen	
NUCKS1	C0138741	Prostate-Specific Antigen	
OSTF1P1	C0138741	Prostate-Specific Antigen	
TBX3	C0138741	Prostate-Specific Antigen	
HNF1B	C0138741	Prostate-Specific Antigen	
RPL23AP61	C0138741	Prostate-Specific Antigen	
CLPTM1L	C0138741	Prostate-Specific Antigen	
ARID5B	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
IKZF1	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
C14orf119	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
CEBPE	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
OR5AL2P	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
OR5AL1	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
GATA3	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
ADAMTS18	C1961102	Precursor Cell Lymphoblastic Leukemia-Lymphoma	
CASC8	C0033578	Prostatic Neoplasms	
CASC11	C0033578	Prostatic Neoplasms	
SRRM1P1	C0033578	Prostatic Neoplasms	
CCAT1	C0033578	Prostatic Neoplasms	
MIR4686	C0033578	Prostatic Neoplasms	
ASCL2	C0033578	Prostatic Neoplasms	
FAM60DP	C0033578	Prostatic Neoplasms	
NKX3-1	C0033578	Prostatic Neoplasms	
PRNCR1	C0033578	Prostatic Neoplasms	
RPS25P10	C0033578	Prostatic Neoplasms	
BIK	C0033578	Prostatic Neoplasms	
HNF1B	C0033578	Prostatic Neoplasms	
MSMB	C0033578	Prostatic Neoplasms	
KLK3	C0033578	Prostatic Neoplasms	
CCAT2	C0033578	Prostatic Neoplasms	
PCAT1	C0033578	Prostatic Neoplasms	
TERT	C0033578	Prostatic Neoplasms	
ITGA6	C0033578	Prostatic Neoplasms	
SKIL	C0033578	Prostatic Neoplasms	
CLDN11	C0033578	Prostatic Neoplasms	
CASC17	C0033578	Prostatic Neoplasms	
MIR3164	C0033578	Prostatic Neoplasms	
MYEOV	C0033578	Prostatic Neoplasms	
SLC22A1	C0033578	Prostatic Neoplasms	
SLC22A2	C0033578	Prostatic Neoplasms	
RPL23AP61	C0033578	Prostatic Neoplasms	
AGAP7P	C0033578	Prostatic Neoplasms	
KLK2	C0033578	Prostatic Neoplasms	
CTD-2194D22.4	C0033578	Prostatic Neoplasms	
RGS17	C0033578	Prostatic Neoplasms	
LINC00421	C0033578	Prostatic Neoplasms	
PARP4P2	C0033578	Prostatic Neoplasms	
ZGPAT	C0033578	Prostatic Neoplasms	
MIR4752	C0033578	Prostatic Neoplasms	
LILRA5	C0033578	Prostatic Neoplasms	
KCND3	C0033578	Prostatic Neoplasms	
GGCX	C0033578	Prostatic Neoplasms	
VAMP8	C0033578	Prostatic Neoplasms	
CHL1-AS1	C0033578	Prostatic Neoplasms	
LINC01266	C0033578	Prostatic Neoplasms	
PDLIM5	C0033578	Prostatic Neoplasms	
VPS53	C0033578	Prostatic Neoplasms	
FERMT2	C0033578	Prostatic Neoplasms	
RAD23B	C0033578	Prostatic Neoplasms	
HMGN2P32	C0033578	Prostatic Neoplasms	
PRKCI	C0033578	Prostatic Neoplasms	
KLK15	C0033578	Prostatic Neoplasms	
ZNF652	C0033578	Prostatic Neoplasms	
LOC102724596	C0033578	Prostatic Neoplasms	
SIDT1	C0033578	Prostatic Neoplasms	
CXorf67	C0033578	Prostatic Neoplasms	
NUDT11	C0033578	Prostatic Neoplasms	
AFM	C0033578	Prostatic Neoplasms	
RPS26P30	C0033578	Prostatic Neoplasms	
ASS1P11	C0033578	Prostatic Neoplasms	
RFX6	C0033578	Prostatic Neoplasms	
FAM84B	C0033578	Prostatic Neoplasms	
PCAT19	C0033578	Prostatic Neoplasms	
SLC22A3	C0033578	Prostatic Neoplasms	
TEX11	C0033578	Prostatic Neoplasms	
SLC7A3	C0033578	Prostatic Neoplasms	
TUBA1C	C0033578	Prostatic Neoplasms	
PRPH	C0033578	Prostatic Neoplasms	
RPS2P38	C0033578	Prostatic Neoplasms	
LUZP2	C0033578	Prostatic Neoplasms	
EHBP1	C0033578	Prostatic Neoplasms	
PPATP1	C0033578	Prostatic Neoplasms	
LINC00506	C0033578	Prostatic Neoplasms	
MDM4	C0033578	Prostatic Neoplasms	
MMP7	C0033578	Prostatic Neoplasms	
DPF1	C0033578	Prostatic Neoplasms	
PPP1R14A	C0033578	Prostatic Neoplasms	
JAZF1	C0033578	Prostatic Neoplasms	
XAGE3	C0033578	Prostatic Neoplasms	
TANC1	C0033578	Prostatic Neoplasms	
ADNP	C0033578	Prostatic Neoplasms	
GOLPH3L	C0033578	Prostatic Neoplasms	
GLULP5	C0033578	Prostatic Neoplasms	
TBX5	C0033578	Prostatic Neoplasms	
EBF2	C0033578	Prostatic Neoplasms	
HNRNPA1P67	C0033578	Prostatic Neoplasms	
RNU6ATAC5P	C0033578	Prostatic Neoplasms	
SHROOM2	C0033578	Prostatic Neoplasms	
LOC101929468	C0033578	Prostatic Neoplasms	
UBE3A	C0033578	Prostatic Neoplasms	
EEFSEC	C0033578	Prostatic Neoplasms	
LINC01153	C0033578	Prostatic Neoplasms	
FGFR2	C0033578	Prostatic Neoplasms	
RAD51B	C0033578	Prostatic Neoplasms	
PIP4K2A	C0033578	Prostatic Neoplasms	
DMRT1	C0033578	Prostatic Neoplasms	
TRIM8	C0033578	Prostatic Neoplasms	
ESR2	C0033578	Prostatic Neoplasms	
LMTK2	C0033578	Prostatic Neoplasms	
NLGN3	C0033578	Prostatic Neoplasms	
GJB1	C0033578	Prostatic Neoplasms	
SGCZ	C0033578	Prostatic Neoplasms	
USH2A	C0033578	Prostatic Neoplasms	
CASC15	C0033578	Prostatic Neoplasms	
TNS3	C0033578	Prostatic Neoplasms	
LOC728114	C0033578	Prostatic Neoplasms	
SIX1	C0033578	Prostatic Neoplasms	
SIX4	C0033578	Prostatic Neoplasms	
FLJ40194	C0033578	Prostatic Neoplasms	
MIR6129	C0033578	Prostatic Neoplasms	
SALL3	C0033578	Prostatic Neoplasms	
ATP9B	C0033578	Prostatic Neoplasms	
CENPVP3	C0033578	Prostatic Neoplasms	
GRAMD1B	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
SP140	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
SP110	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
RPL10AP12	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
IRF8	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
IRF4	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
ACOXL	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
RPLP1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
GEMIN8P1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
HLA-DRB1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
HLA-DQA1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
BAK1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
LOC400997	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
FAS	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
MNS1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
ZNF280D	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
SRRM1P1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
CCAT1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
BCL2	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
BCL2L11	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
EOMES	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
CMC1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
HLA-DQB1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
OPRM1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
IPCEF1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
ASCL2	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
C11orf21	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
BMF	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
BUB1B	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
LEF1	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
MYNN	C0023418	Leukemia, Lymphocytic, Chronic, B-Cell	
CASC8	C0005695	Urinary Bladder Neoplasms	
CASC11	C0005695	Urinary Bladder Neoplasms	
TACC3	C0005695	Urinary Bladder Neoplasms	
RNA5SP357	C0005695	Urinary Bladder Neoplasms	
RNA5SP358	C0005695	Urinary Bladder Neoplasms	
CBX6	C0005695	Urinary Bladder Neoplasms	
APOBEC3A	C0005695	Urinary Bladder Neoplasms	
C19orf12	C0005695	Urinary Bladder Neoplasms	
CCNE1	C0005695	Urinary Bladder Neoplasms	
MIR944	C0005695	Urinary Bladder Neoplasms	
P3H2	C0005695	Urinary Bladder Neoplasms	
FAT1P1	C0005695	Urinary Bladder Neoplasms	
RPS11P1	C0005695	Urinary Bladder Neoplasms	
CLPTM1L	C0005695	Urinary Bladder Neoplasms	
NAT2	C0005695	Urinary Bladder Neoplasms	
PSD3	C0005695	Urinary Bladder Neoplasms	
PSCA	C0005695	Urinary Bladder Neoplasms	
CWC27	C0005695	Urinary Bladder Neoplasms	
SLC14A1	C0005695	Urinary Bladder Neoplasms	
OR4D6	C0037361	Smell	
OR2M7	C0037361	Smell	
OR14C36	C0037361	Smell	
HECTD4	C0014859	Esophageal Neoplasms	
ALDH2	C0014859	Esophageal Neoplasms	
ADH1B	C0014859	Esophageal Neoplasms	
CHEK2	C0014859	Esophageal Neoplasms	
RUNX1	C0014859	Esophageal Neoplasms	
ACAD10	C0014859	Esophageal Neoplasms	
HEATR3	C0014859	Esophageal Neoplasms	
PLCE1	C0014859	Esophageal Neoplasms	
PDE4D	C0014859	Esophageal Neoplasms	
HAP1	C0014859	Esophageal Neoplasms	
JUP	C0014859	Esophageal Neoplasms	
XBP1	C0014859	Esophageal Neoplasms	
ST6GAL1	C0014859	Esophageal Neoplasms	
LRFN2	C0014859	Esophageal Neoplasms	
UNC5CL	C0014859	Esophageal Neoplasms	
CORO2B	C0014859	Esophageal Neoplasms	
ANP32A	C0014859	Esophageal Neoplasms	
SMG6	C0014859	Esophageal Neoplasms	
PTPN2	C0014859	Esophageal Neoplasms	
PSMB3P2	C0014859	Esophageal Neoplasms	
IGFBP2	C0014859	Esophageal Neoplasms	
TRPS1	C0085285	Mental Competency	
LINC00536	C0085285	Mental Competency	
NEK3	C0085285	Mental Competency	
LOC101929657	C0085285	Mental Competency	
FLRT2	C0085285	Mental Competency	
GALC	C0085285	Mental Competency	
HIVEP3	C0085285	Mental Competency	
ARHGEF28	C0085285	Mental Competency	
ENC1	C0085285	Mental Competency	
PTBP2	C0085285	Mental Competency	
DPYD	C0085285	Mental Competency	
CHRM3	C0085285	Mental Competency	
KIAA1217	C0085285	Mental Competency	
SYT9	C0085285	Mental Competency	
NUCKS1	C0085285	Mental Competency	
LINGO2	C0085285	Mental Competency	
WDR72	C0085285	Mental Competency	
SOCS5P5	C0085285	Mental Competency	
RPS27AP11	C0085285	Mental Competency	
ZFPM2-AS1	C0085285	Mental Competency	
ZFPM2	C0085285	Mental Competency	
SERBP1	C0085285	Mental Competency	
CDK8	C0085285	Mental Competency	
SNAP25	C0085285	Mental Competency	
HIGD1AP15	C0085285	Mental Competency	
MIR548F1	C0085285	Mental Competency	
MTRNR2L5	C0085285	Mental Competency	
ZNF277	C0085285	Mental Competency	
CRADD	C0085285	Mental Competency	
PQLC2L	C0085285	Mental Competency	
SHOX2	C0085285	Mental Competency	
LOC285556	C0085285	Mental Competency	
RPS3AP9	C0085285	Mental Competency	
RNA5SP73	C0085285	Mental Competency	
LOC101929380	C0085285	Mental Competency	
NKAIN3	C0085285	Mental Competency	
C1orf21	C0085285	Mental Competency	
TMEM200A	C0085285	Mental Competency	
SMLR1	C0085285	Mental Competency	
LOC101927967	C0085285	Mental Competency	
C15orf53	C0085285	Mental Competency	
C15orf54	C0085285	Mental Competency	
FAM49A	C0085285	Mental Competency	
ZFYVE9P2	C0085285	Mental Competency	
PTCHD1-AS	C0085285	Mental Competency	
ABO	C0023895	Liver Diseases	
CACFD1	C0023895	Liver Diseases	
ADAMTS13	C0023895	Liver Diseases	
PNPLA3	C0023895	Liver Diseases	
PFN1P10	C0023895	Liver Diseases	
ALPL	C0023895	Liver Diseases	
GPLD1	C0023895	Liver Diseases	
GGT1	C0023895	Liver Diseases	
LRRC75B	C0023895	Liver Diseases	
C12orf43	C0023895	Liver Diseases	
JMJD1C	C0023895	Liver Diseases	
PRKAA1	C0038356	Stomach Neoplasms	
ASH1L	C0038356	Stomach Neoplasms	
MUC1	C0038356	Stomach Neoplasms	
DNAH11	C0038356	Stomach Neoplasms	
LRFN2	C0038356	Stomach Neoplasms	
MEF2C-AS1	C0038356	Stomach Neoplasms	
MIR3660	C0038356	Stomach Neoplasms	
PSCA	C0038356	Stomach Neoplasms	
NACAP2	C0037313	Sleep	
RPL21P16	C0037313	Sleep	
ITPK1	C0037313	Sleep	
MIR3144	C0037313	Sleep	
RNA5SP215	C0037313	Sleep	
IGF1R	C0037313	Sleep	
LOC101927400	C0037313	Sleep	
KCTD8	C0037313	Sleep	
YIPF7	C0037313	Sleep	
NAALADL2	C0037313	Sleep	
SMAD7	C0009404	Colorectal Neoplasms	
MYRF	C0009404	Colorectal Neoplasms	
LINC00536	C0009404	Colorectal Neoplasms	
EIF3H	C0009404	Colorectal Neoplasms	
RNA5SP299	C0009404	Colorectal Neoplasms	
LINC00709	C0009404	Colorectal Neoplasms	
CCAT2	C0009404	Colorectal Neoplasms	
C5orf66	C0009404	Colorectal Neoplasms	
TCF7L2	C0009404	Colorectal Neoplasms	
GREM1	C0009404	Colorectal Neoplasms	
LOC100131315	C0009404	Colorectal Neoplasms	
UTP23	C0009404	Colorectal Neoplasms	
RAD21	C0009404	Colorectal Neoplasms	
ETV6	C0009404	Colorectal Neoplasms	
CABLES2	C0009404	Colorectal Neoplasms	
NKX2-3	C0009404	Colorectal Neoplasms	
SLC25A28	C0009404	Colorectal Neoplasms	
POLD3	C0009404	Colorectal Neoplasms	
MIR3925	C0009404	Colorectal Neoplasms	
PANDAR	C0009404	Colorectal Neoplasms	
COLCA1	C0009404	Colorectal Neoplasms	
COLCA2	C0009404	Colorectal Neoplasms	
RPL18P9	C0009404	Colorectal Neoplasms	
CCND2	C0009404	Colorectal Neoplasms	
DIP2B	C0009404	Colorectal Neoplasms	
ATF1	C0009404	Colorectal Neoplasms	
FGFR3P3	C0009404	Colorectal Neoplasms	
